农业银行,01030000,ABC,金穗借记卡,DC,19,103,3
农业银行,01030000,ABC,金穗信用卡(银联卡),SCC,16,49102,5
农业银行,01030000,ABC,金穗信用卡(银联卡),SCC,16,53591,5
农业银行,01030000,ABC,借记卡(银联卡),DC,19,95595,5
农业银行,01030000,ABC,借记卡(银联卡),DC,19,95596,5
农业银行,01030000,ABC,借记卡(银联卡),DC,19,95597,5
农业银行,01030000,ABC,借记卡(银联卡),DC,19,95598,5
农业银行,01030000,ABC,借记卡(银联卡),DC,19,95599,5
农业银行,01030000,ABC,金穗贷记卡(银联卡),CC,16,403361,6
农业银行,01030000,ABC,金穗贷记卡(银联卡),CC,16,404117,6
农业银行,01030000,ABC,金穗贷记卡(银联卡),CC,16,404118,6
农业银行,01030000,ABC,金穗贷记卡(银联卡),CC,16,404119,6
农业银行,01030000,ABC,金穗贷记卡(银联卡),CC,16,404120,6
农业银行,01030000,ABC,金穗贷记卡(银联卡),CC,16,404121,6
农业银行,01030000,ABC,VISA白金卡,CC,16,463758,6
农业银行,01030000,ABC,万事达白金卡,CC,16,514027,6
农业银行,01030000,ABC,金穗贷记卡(银联卡),CC,16,519412,6
农业银行,01030000,ABC,金穗贷记卡(银联卡),CC,16,519413,6
农业银行,01030000,ABC,金穗贷记卡(银联卡),CC,16,520082,6
农业银行,01030000,ABC,金穗贷记卡(银联卡),CC,16,520083,6
农业银行,01030000,ABC,金穗贷记卡,CC,16,552599,6
农业银行,01030000,ABC,金穗贷记卡,CC,16,558730,6
农业银行,01030000,ABC,银联标准卡,DC,19,620059,6
农业银行,01030000,ABC,中职学生资助卡,DC,19,621282,6
农业银行,01030000,ABC,专用惠农卡,DC,19,621336,6
农业银行,01030000,ABC,武警军人保障卡,DC,19,621619,6
农业银行,01030000,ABC,普通高中学生资助卡,DC,19,621671,6
农业银行,01030000,ABC,金穗校园卡(银联卡),DC,19,622821,6
农业银行,01030000,ABC,金穗星座卡(银联卡),DC,19,622822,6
农业银行,01030000,ABC,金穗社保卡(银联卡),DC,19,622823,6
农业银行,01030000,ABC,金穗旅游卡(银联卡),DC,19,622824,6
农业银行,01030000,ABC,金穗青年卡(银联卡),DC,19,622825,6
农业银行,01030000,ABC,复合介质金穗通宝卡,DC,19,622826,6
农业银行,01030000,ABC,金穗海通卡,DC,19,622827,6
农业银行,01030000,ABC,退役金卡,DC,19,622828,6
农业银行,01030000,ABC,金穗贷记卡,CC,16,622836,6
农业银行,01030000,ABC,金穗贷记卡,CC,16,622837,6
农业银行,01030000,ABC,农行钻石信用卡,CC,16,622839,6
农业银行,01030000,ABC,金穗通宝卡(银联卡),DC,19,622840,6
农业银行,01030000,ABC,金穗惠农卡,DC,19,622841,6
农业银行,01030000,ABC,金穗通宝银卡,DC,19,622843,6
农业银行,01030000,ABC,金穗通宝卡(银联卡),DC,19,622844,6
农业银行,01030000,ABC,金穗通宝卡(银联卡),DC,19,622845,6
农业银行,01030000,ABC,金穗通宝卡,DC,19,622846,6
农业银行,01030000,ABC,金穗通宝卡(银联卡),DC,19,622847,6
农业银行,01030000,ABC,金穗通宝卡(银联卡),DC,19,622848,6
农业银行,01030000,ABC,金穗通宝钻石卡,DC,19,622849,6
农业银行,01030000,ABC,掌尚钱包,DC,19,623018,6
农业银行,01030000,ABC,电子账户,DC,19,623050,6
农业银行,01030000,ABC,--,DC,19,623052,6
农业银行,01030000,ABC,电子账户,DC,19,623053,6
农业银行,01030000,ABC,--,DC,19,623056,6
农业银行,01030000,ABC,中国旅游卡,DC,19,623206,6
农业银行,01030000,ABC,银联IC卡金卡,CC,16,625996,6
农业银行,01030000,ABC,银联预算单位公务卡金卡,CC,16,625997,6
农业银行,01030000,ABC,银联IC卡白金卡,CC,16,625998,6
农业银行,01030000,ABC,金穗公务卡,CC,16,628268,6
农业银行,01030000,ABC,金穗信用卡,SCC,16,6349102,7
农业银行,01030000,ABC,金穗信用卡,SCC,16,6353591,7
中国农业银行贷记卡,01030001,ABC,欧元卡,CC,16,544243,6
中国农业银行贷记卡,01030001,ABC,澳元卡,CC,16,548478,6
中国农业银行贷记卡,01030001,ABC,金穗通商卡,SCC,16,622820,6
中国农业银行贷记卡,01030001,ABC,金穗通商卡,SCC,16,622830,6
中国农业银行贷记卡,01030001,ABC,银联白金卡,CC,16,622838,6
中国农业银行贷记卡,01030001,ABC,农行标准金卡,CC,16,625170,6
中国农业银行贷记卡,01030001,ABC,农行标准金卡,CC,16,625171,6
中国农业银行贷记卡,01030001,ABC,中国旅游卡,CC,16,625336,6
中国农业银行贷记卡,01030001,ABC,农行商务卡,CC,16,625653,6
中国农业银行贷记卡,01030001,ABC,虚拟帐户产品,CC,16,625818,6
中国农业银行贷记卡,01030001,ABC,IC普卡,CC,16,625826,6
中国农业银行贷记卡,01030001,ABC,IC金卡,SCC,16,625827,6
中国农业银行贷记卡,01030001,ABC,银联IC公务卡,CC,16,628269,6
中国农业银行贷记卡,01030001,ABC,农行标准公务卡,CC,16,628346,6
中国农业银行贷记卡,01030001,ABC,农行单位公务卡,CC,16,62844803,8
宁波市农业银行,01033320,ABC,市民卡B卡,DC,19,620501,6
AEON信贷财务亚洲有限公司,25230344,AEON,AEONJUSCO银联卡,CC,16,622493,6
AEON信贷财务亚洲有限公司,25260344,AEON,AEON银联礼品卡,DC,16,621064,6
AEON信贷财务亚洲有限公司,25260344,AEON,AEON银联礼品卡,DC,16,622941,6
AEON信贷财务亚洲有限公司,25260344,AEON,AEON银联礼品卡,DC,16,622974,6
安徽省农村信用社联合社,14473600,ARCU,金农易贷福农卡,DC,19,621526,6
安徽省农村信用社联合社,14473600,ARCU,金农卡,DC,19,622953,6
安徽省农村信用社联合社,14473601,ARCU,杜鹃信用卡,CC,16,625225,6
安徽省农村信用社联合社,14473601,ARCU,杜鹃信用卡,CC,16,625226,6
安徽省农村信用社联合社,14473601,ARCU,--,CC,16,628387,6
安徽省农村信用社,65473600,ARCU,--,DC,19,621550,6
安徽省农村信用社,65473600,ARCU,金农卡,DC,19,621778,6
安徽省农村信用社,65473600,ARCU,--,DC,19,623220,6
安徽省农村信用社,65473600,ARCU,--,DC,19,623637,6
鞍山银行,04562230,ASCB,千山卡(银联卡),DC,16,622413,6
鞍山银行,04562230,ASCB,千山卡(银联卡),DC,16,940002,6
鞍山银行,04562239,ASCB,千山卡,DC,16,623188,6
潍坊银行,04624580,BANKWF,鸢都卡(银联卡),DC,16,622391,6
潍坊银行,04624580,BANKWF,鸳都卡(银联卡),DC,16,940072,6
潍坊银行,64624580,BANKWF,鸢都公务卡,CC,16,628391,6
澳门商业银行,26320446,BCDMMA,银联人民币卡,DC,19,621253,6
澳门商业银行,26320446,BCDMMA,银联澳门币卡,DC,19,621254,6
澳门商业银行,26320446,BCDMMA,银联港币卡,DC,19,621255,6
澳门商业银行,26320446,BCDMMA,双币种普卡,CC,16,625014,6
澳门商业银行,26320446,BCDMMA,双币种白金卡,CC,16,625016,6
长沙银行股份有限公司,04615511,BCS,借记IC卡,DC,19,621739,6
保定银行,05521340,BDCBANK,直隶卡,DC,19,621091,6
保定银行,05521379,BDCBANK,直隶卡,DC,19,623168,6
东亚银行有限公司,25020344,BEAHK,cup credit card,CC,16,622372,6
东亚银行有限公司,25020344,BEAHK,银联双币借记卡,DC,19,623318,6
南宁市商业银行,04786110,BGB,桂花卡(银联卡),DC,16,622335,6
广西北部湾银行,64786110,BGB,IC借记卡,DC,16,623001,6
广西北部湾银行,64786110,BGB,银联标准公务卡,CC,16,628227,6
河北银行股份有限公司,04221210,BHB,如意借记卡(银联卡),DC,19,622498,6
河北银行股份有限公司,04221210,BHB,如意借记卡(银联卡),DC,19,622499,6
河北银行股份有限公司,04221210,BHB,借记IC卡,DC,19,623000,6
河北银行股份有限公司,04221210,BHB,如意卡(银联卡),DC,19,940046,6
河北银行,04221219,BHB,--,DC,19,623582,6
河北银行股份有限公司,64221210,BHB,如意贷记卡,CC,16,622921,6
河北银行股份有限公司,64221210,BHB,福农卡,CC,16,625598,6
河北银行股份有限公司,64221210,BHB,如意贷记卡,CC,16,628321,6
北京银行,04031000,BJBANK,京卡借记卡,DC,16,421317,6
北京银行,04031000,BJBANK,京卡贵宾金卡,DC,16,422160,6
北京银行,04031000,BJBANK,京卡贵宾白金卡,DC,16,422161,6
北京银行,04031000,BJBANK,京卡(银联卡),DC,16,602969,6
北京银行,04031000,BJBANK,京卡借记卡,DC,16,621030,6
北京银行,04031000,BJBANK,京卡,DC,16,621420,6
北京银行,04031000,BJBANK,京卡,DC,16,621468,6
北京银行,04031000,BJBANK,借记IC卡,DC,16,623111,6
北京银行,04031000,BJBANK,北京银行借记卡,DC,19,623561,6
北京银行,04031000,BJBANK,北京银行借记卡,DC,19,623562,6
北京银行,64031000,BJBANK,银联标准公务卡,CC,16,628203,6
北京银行,64031000,BJBANK,万事达双币金卡,CC,16,522001,6
北京银行,64031000,BJBANK,银联标准贷记卡,CC,16,622163,6
北京银行,64031000,BJBANK,北京银行中荷人寿联名卡,CC,16,622851,6
北京银行,64031000,BJBANK,尊尚白金卡,CC,16,622852,6
北京银行,64031000,BJBANK,银联标准贷记卡,CC,16,622853,6
北京银行,64031000,BJBANK,--,CC,16,625816,6
北京农村商业银行,14181000,BJRCB,中国旅行卡,DC,19,620088,6
北京农村商业银行,14181000,BJRCB,惠通卡,DC,19,621066,6
北京农村商业银行,14181000,BJRCB,凤凰卡,DC,19,621067,6
北京农村商业银行,14181000,BJRCB,惠通卡,DC,19,621068,6
北京农村商业银行,14181000,BJRCB,凤凰福农卡,DC,19,621560,6
北京农村商业银行,14181000,BJRCB,信通卡,DC,19,622138,6
北京农村商业银行,14181000,BJRCB,--,DC,19,62326520,8
北京农商行,14181001,BJRCB,凤凰标准卡,CC,16,625186,6
北京农商行,14181001,BJRCB,凤凰福农卡,CC,16,625526,6
北京农商行,14181001,BJRCB,凤凰公务卡,CC,16,628336,6
湖北仙桃京都村镇银行,15025371,BJRCB,--,DC,19,622975681,9
湖北仙桃京都村镇银行,15025371,BJRCB,凤凰卡,DC,19,6229756115,10
大西洋银行股份有限公司,26230446,BNU,财运卡,DC,19,621232,6
大西洋银行股份有限公司,26230446,BNU,财运卡,DC,19,621247,6
大西洋银行股份有限公司,26230446,BNU,澳门币卡,DC,19,622432,6
中国银行,01040000,BOC,长城单位信用卡普卡,CC,16,622764,6
中国银行,01040000,BOC,长城单位信用卡金卡,CC,16,622765,6
中国银行,01040000,BOC,白金卡,CC,16,622788,6
中国银行,01040000,BOC,银联保障类借记IC卡（金卡）,DC,19,623184,6
中国银行,01040000,BOC,中国旅游卡,DC,19,623208,6
中国银行,01040000,BOC,中银单位结算卡,DC,19,623263,6
中国银行,01040000,BOC,银联保障类借记IC卡（白金卡）,DC,19,623569,6
中国银行,01040000,BOC,长城代发薪借记IC卡（钻石卡）,DC,19,623571,6
中国银行,01040000,BOC,长城代发薪借记IC卡（白金卡）,DC,19,623572,6
中国银行,01040000,BOC,长城代发薪借记IC卡（金卡）,DC,19,623573,6
中国银行,01040000,BOC,长城代发薪借记IC卡（普卡）,DC,19,623575,6
中国银行,01040000,BOC,银联多币借记IC卡（钻石卡）,DC,19,623586,6
中国银行,01040000,BOC,中银旅游信用卡,CC,16,625333,6
中国银行,01040000,BOC,长城环球通港澳台旅游金卡,CC,16,625337,6
中国银行,01040000,BOC,长城环球通港澳台旅游白金卡,CC,16,625338,6
中国银行,01040000,BOC,中银福农信用卡,CC,16,625568,6
